Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y,Nozare/Objekta veids,Darbojās 2017.gadā,Bibliotēkas vadītājs/direktors,Reģistrācijas nr. LR Uzņēmumu reģistrā,Reģistrācijas datums LR Uzņēmumu reģistrā,Reģistrācijas nr. LR Kultūras ministrijas Bibliotēku reģistrā,Reģistrācijas datums LR Kultūras ministrijas Bibliotēku reģistrā,Juridiskais statuss,Akreditācijas apliecības nr.,Akreditācijas datums,Akreditācijas termiņš,Dibināšanas gads,Sākums,Darbība,Papildus informācija,Ēkas īpašuma forma,Ēkas uzcelšanas gads,Kultūras pieminekļa Valsts aizsardzības Nr.,Teritorijas kopējā platība (m2),Papildu informācija par infrastruktūru,Telpas pieejamas cilvēkiem ar kustību traucējumiem,Ir 3 fāzu elektrības pieslēgums,Telpu kopplatība (m2),Lietotāju vietu skaits bibliotēkā,Aktīvo lietotāju kopskaits 2017.gadā,Bērni un jaunieši līdz 18 gadiem,Pārējie,Fizisko apmeklējumu kopskaits,Fiziskais apmeklējums - Pieaugušie,Fiziskais apmeklējums - Bērni un jaunieši līdz 18 gadiem,Virtuālais apmeklējums,Sociālo tīklu apmeklējums,Izsniegumu kopskaits,No kopējā izsnieguma skaita - bērniem un jauniešiem līdz 18 gadiem,Elektroniski nosūtīto vienību kopskaits,Jaunieguvumu kopskaits,Izslēgto dokumentu kopskaits,Krājumu kopskaits 2017.gada beigās,Bezmaksas Wi-Fi,Integrētā bibliotēku informācijas sistēma,Cita integrētā bibliotēku informācijas sistēma,Datubāžu kopskaits,Printeru kopskaits,Skeneru kopskaits,Kopējamo iekārtu kopskaits,Multifunkcionālo iekārtu kopskaits,Pamatinformācija bibliotēkas vietnē pieejama,Vietnes automātiskās tulkošanas iespēja,Pašapkalpošanas grāmatu izsniegšanas/ nodošanas sistēma,Digitālo kolekciju skaits 2017.gada beigās,Izstāžu kopskaits 2017.gadā,Tematiskie pasākumi,Projektizstrāde,Izdevējdarbība,Zinātniskās pētniecības darbs
Aizputes novada Kalvenes pagasta bibliotēka,LV-BIB-000470,"Skolas iela 21, Kalvene, Kalvenes pag., Aizputes nov., LV-3443",56.60512,21.73762,275722,361127,Bibliotēkas,Jā,Inta Ruduka,,,BLB0396,06.01.2004,Pašvaldības iestāde,408A,17.12.2015,17.12.2020,1939,"Pagasta bibliotēkas pirmsākumi, pēc aculiecinieku stāstītā datējami ar 1946.gadu, tomēr Latvijas Konversācijas vārdnīcā (izd.1939.g.)Kalvenes bibliotēka pie pamatskolas minēta jau agrāk.;;Pēc publisko bibliotēku akreditācijas atzinuma, Kalvenes bibliotēka dibināta 1939.gadā.;","Bibliotēka ir Kalvenes pagasta pašvaldības kultūras centrs, kas nodrošina bibliotekāros pakalpojumus un informācijas pieejamību ikvienam pagasta iedzīvotājam, tai skaitā arī Kalvenes pamatskolas skolēniem un citiem interesentiem. Veicina pagasta sabiedrības izaugsmi un piedalās mūžizglītības procesā. Bibliotēka ir vietējās sabiedrības informācijas aprites vieta. ;Lai sekmētu tradicionālās kultūras vērtību tālāku izzināšanu  un saglabāšanu pagasta kultūras iestādēs un  atzīmējot bibliotēkas pastāvēšanas 70 gadadienu, izveidota prezentācija: Kalvenes bibliotēka laiku lokos no 1946.gada līdz 2016.gadam.",Bibliotēka strādā bez pusdienas pārtraukuma;Katra mēneša pēdējā piektdiena : Spodrības diena,Pašvaldības īpašums,1984,,,Ēkai pakešlogi mainīti 2004.gadā. 2006.gadā ir veikta ēkas siltināšana un ēkā ir iespēja iekļūt cilvēkiem ar kustību traucējumiem.;Bibliotēka atrodas ēkas otrajā stāvā.,,Jā,88.00000000,22,314,112,202.00000000,6685.00000000,3710,2975,,,7532.00000000,2240,47,569.00000000,813.00000000,7857.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,23,18,1,,
Aizputes novada Kalvenes pamatskolas  bibliotēka,LV-BIB-012819,"Skolas iela 1, Kalvene, Kalvenes pag., Aizputes nov., LV-3443",56.60402,21.7303,275614,360674,Bibliotēkas,,,BLB355,09.12.2003,BLB0355,09.12.2003,,3395,17.03.2017,16.03.2023,1922,,,,Pašvaldības īpašums,1880,,,,,,28.15000000,5,120,80,40.00000000,2000.00000000,400,1600,,,650.00000000,433,,128.00000000,0.00000000,4388.00000000,,,,0.00000000,1.00000000,,,,,,,,5,4,,,
Aizputes pagasta bibliotēka,LV-BIB-000455,"Krustceļi, Rokasbirze, Aizputes pag., Aizputes nov., LV-3456",56.71273,21.55744,288075,350496,Bibliotēkas,Jā,Sarmīte Štrausa,9000001748,18.03.1996,BLB0380,11.12.2003,Pašvaldības iestāde,470A,17.12.2015,17.12.2020,1935,,,,,,,,,,,0.00000000,,102,45,57.00000000,1031.00000000,511,520,,,3070.00000000,92,,356.00000000,291.00000000,3070.00000000,,,,0.00000000,,,,,,,,,20,3,,,
Aizputes pagasta pamatskolas  bibliotēka,LV-BIB-012810,"Skola, Rokasbirze, Aizputes pag., Aizputes nov., LV-3456",56.71242,21.55469,288046,350327,Bibliotēkas,Jā,Ērika Tiļuga,4112901031,09.11.2009,BLB0327,03.12.2003,Pašvaldības iestāde,3254,05.05.2016,04.05.2022,,,,,Pašvaldības īpašums,1867,,,,,Jā,41.30000000,15,74,72,2.00000000,2333.00000000,233,2100,,,2321.00000000,2189,,669.00000000,728.00000000,5490.00000000,Jā,,,0.00000000,1.00000000,,1.00000000,,,,,,8,8,,,
Aizputes pilsētas bibliotēka,LV-BIB-000444,"Atmodas iela 24, Aizpute, Aizputes nov., LV-3456",56.71843,21.60476,288606,353414,Bibliotēkas,Jā,Irēna Grundmane,LV90000031743,10.12.1996,BLB0373,10.12.2003,Pašvaldības struktūrvienība,400A,17.12.2015,17.12.2020,1921,"Bibliotēkas darbība dokumentēta pēc Latvijas valstiskās neatkarības iegūšanas 20.gs.sākumā.Saskaņā ar vēsturnieka i.silāra iegūtajiem datiem valts arhīvā,bibliotēkas dibināšana datēta ar 1921.gada aprīļa mēnesi.","Bibliotēkas efektīva līdzdalība kultūras,izglītības komunikāciju sfērā,kultūrvēsturiskā mantojuma saglabāšana, lietotāju izglītošana informācijas tehnoloģiju izmantošanas pamatzināšanu apguvē.","Spodrības diena katra mēneša pēdējā sestdiena.;Vasaras mēnešos-jūnijā,jūlijā, augustā sestdienās bibliotēka nestrādā.",Pašvaldības īpašums,1980,,498.00000000,,,Jā,332.00000000,32,1047,424,623.00000000,16430.00000000,10232,6198,589,18953,20320.00000000,4796,,1251.00000000,854.00000000,22464.00000000,Jā,ALISE,,0.00000000,3.00000000,1.00000000,,2.00000000,,,,,52,17,,,
Aizputes vidusskolas bibliotēka,LV-BIB-012830,"Ziedu iela 7, Aizpute, Aizputes nov., LV-3456",56.7204,21.60999,288815,353742,Bibliotēkas,Jā,Inese Greiere,,,BLB0323,03.12.2013,Pašvaldības iestāde,4113901044,31.03.2012,30.03.2018,1921,,,,,1973,,,,Jā,Jā,168.00000000,50,601,446,155.00000000,3698.00000000,657,3041,,,10063.00000000,10063,,1099.00000000,0.00000000,37169.00000000,Jā,,,0.00000000,1.00000000,,,,,,,,,,,,
Aizupes pamatskolas bibliotēka,LV-BIB-013323,"Aizupes skola, Tušķi, Līvbērzes pag., Jelgavas nov., LV-3003",56.65204,23.62853,278716,477224,Bibliotēkas,Jā,Aļona Nazarova,2018,25.01.2008,BLB1981,25.01.2008,Pašvaldības iestāde,,,,,,"Mūsu bibliotēkas galvenais mērķis: būt par neatņemamu mācību procesa un informācijas apguves sastāvdaļu, kas sekmētu skolēnu un skolotāju kompetences veidošanu!",,Pašvaldības īpašums,1932,,,,,Jā,39.00000000,,353,270,83.00000000,952.00000000,135,817,,,1844.00000000,1698,,374.00000000,0.00000000,8887.00000000,,ALISE,,0.00000000,,,,1.00000000,,,,,,5,,,
Aknīstes novada Asares pagasta bibliotēka,LV-BIB-000356,"Vecmuiža, Asare, Asares pag., Aknīstes nov., LV-5210",56.11822,25.88513,220840,617204,Bibliotēkas,Jā,Antoņina Dzenuška,90000026441,07.07.2009,BLB1562,04.04.2012,Pašvaldības iestāde,297A,10.08.2012,10.08.2017,1956,Pirmais ieraksts bibliotēkas inventāra grāmatā 1956.g. 09.novembrī,"Bibliotēka ir informācijas un komunikācijas centrs, kultūras un izglītības iestāde. Zinību avots visiem pagasta iedzīvotājiem. Brīva  un vienlīdzīga iespēja piekļūt vispusīgai informācijai un rast veldzi dvēselei","Pārtraukums:  12:00 - 12:30  Otrdienās Ancenē Spodrās dz.3 10:00-12:00       ",Pašvaldības īpašums,1866,,,,,Jā,87.00000000,16,154,30,124.00000000,3653.00000000,3034,619,,,7618.00000000,1004,3,706.00000000,751.00000000,6991.00000000,Jā,ALISE,,2.00000000,,,,2.00000000,,,,,18,5,1,,
Aknīstes novada Gārsenes pagasta bibliotēka,LV-BIB-000363,"Labieši, Gārsene, Gārsenes pag., Aknīstes nov., LV-5218",56.09945,25.80993,218626,612584,Bibliotēkas,Jā,Inita Lejiņa,90000026441,07.07.2009,BLB1568,17.08.2004,Pašvaldības iestāde,101A,10.08.2012,10.08.2017,1947,Pirmais ieraksts bibliotēkas inventāra grāmatā izdarīts 1947. gada 29.jūlijā.,"Aknīstes novada Gārsenes pagasta bibliotēka ir Aknīstes novada pašvaldības kultūras, informācijas un izglītības iestāde, kuras darbība vērsta uz nepārtrauktu plānveidīgu attīstību ar mērķi veikt iespieddarbu un visa veida dokumentu uzkrāšanu, sistematizēšanu un saglabāšanu, lai nodrošinātu esošās informācijas publisku pieejamību un izmantošanu",Pusdienlaiks: 12:00 - 12:30,Pašvaldības īpašums,1860,,,,,,96.00000000,7,211,43,168.00000000,4469.00000000,3943,526,,3560,9346.00000000,226,,817.00000000,809.00000000,6976.00000000,Jā,ALISE,,2.00000000,1.00000000,,1.00000000,1.00000000,,,,,43,2,,,
Aknīstes vidusskolas bibliotēka,LV-BIB-012716,"Skolas iela 19, Aknīste, Aknīstes nov., LV-5208",56.16299,25.73614,225579,607817,Bibliotēkas,Jā,Iveta Strika,101390025,04.02.2002,BLB0042,29.09.2003,Pašvaldības iestāde,2994,04.12.2014,07.12.2020,1953,,,,Pašvaldības īpašums,,,,,Jā,Jā,67.00000000,10,143,112,31.00000000,374.00000000,48,326,,,2250.00000000,1762,,505.00000000,0.00000000,12017.00000000,Jā,ALISE,,1.00000000,1.00000000,,,,,,,,8,10,,,
Alberta koledžas bibliotēka,LV-BIB-013377,"Skolas iela 22-5, Rīga, LV-1010",56.95817,24.12003,312736,507300,Bibliotēkas,Jā,,,,,,,,,,,,,,,,,,,,,0.00000000,,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,0.00000000,,,,0.00000000,,,,,,,,,,,,,
Aleksandrovas  internātpamatskolas  bibliotēka,LV-BIB-012766,"Aleksandrovas skola, Aleksandrova, Konstantinovas pag., Dagdas nov., LV-5680",56.0825,27.4287,220563,713337,Bibliotēkas,Jā,,4220900579,25.11.2009,BLB2007,27.12.2007,Pašvaldības iestāde,2801,09.01.2014,08.01.2020,,,,,,,,,,,,15.00000000,10,101,62,39.00000000,549.00000000,181,368,,,2091.00000000,487,,33.00000000,414.00000000,5195.00000000,,,,0.00000000,1.00000000,,,,,,,,6,7,,,
Alfrēda Kalniņa Cēsu mūzikas vidusskolas bibliotēka,LV-BIB-013570,"Raunas iela 12-2  Cēsis, Cēsu nov., LV-4101",57.30923,25.25497,352506,575601,Bibliotēkas,Jā,,,,BLB1766,16.05.2005,Valsts iestāde,,,,,,,,,2014,,,,Jā,,67.00000000,12,120,19,101.00000000,7622.00000000,5588,2034,,,6866.00000000,,,125.00000000,549.00000000,16914.00000000,Jā,ALISE,,0.00000000,1.00000000,,1.00000000,,,,,,4,,,,
Allažu pamatskolas bibliotēka,LV-BIB-013111,"Skolas iela 5, Allaži, Allažu pag., Siguldas nov., LV-2154",57.05784,24.84727,324144,551389,Bibliotēkas,Jā,Ivita Vītola,90001274309,24.01.2002,BLB1922,29.05.2007,Pašvaldības iestāde,4312901109,13.05.2013,12.05.2019,,,,,Pašvaldības īpašums,,,,,,,46.00000000,12,127,106,21.00000000,2176.00000000,231,1945,,,2008.00000000,1600,,282.00000000,0.00000000,12113.00000000,,ALISE,,1.00000000,1.00000000,,,,Latviešu valoda;Krievu valoda;Angļu valoda;Vācu valoda,Google,,,32,5,,,
Alojas Ausekļa vidusskolas bibliotēka,LV-BIB-012837,"Ausekļa iela 1, Aloja, Alojas nov., LV-4064",57.76459,24.87689,402839,552171,Bibliotēkas,Jā,Aiva Nemme," 1413900157 ",19.01.2000,BLB1252,06.05.2004,,3088,08.05.2015,07.05.2021,1951,"Alojas Ausekļa vidusskolas bibliotēka dibināta 1951. gadā, kad Alojas 7-gadīgā skola kļūst par Alojas Ausekļa vidusskolu.","Skolas bibliotēka sniedz pakalpojumus bibliotēkas lietotājiem: skolēniem, viņu vecākiem un skolotājiem, nodrošinot lasītājus ar vajadzīgo mācību, metodisko, nozaru un daiļliteratūru. Skolas bibliotēkas darbs ir ciešā saistībā ar mācību darbu. Sadarbojamies ar Alojas pilsētas bibliotēku. Organizējam bibliotekārās stundas, tematiskos pasākumus, izstādes.",,,1957,,63000.00000000,,Jā,Jā,90.00000000,15,309,254,55.00000000,10640.00000000,3200,7440,,,18435.00000000,14450,,621.00000000,182.00000000,15355.00000000,,ALISE,,0.00000000,2.00000000,1.00000000,1.00000000,,,,,,45,5,,,
Alojas novada uzņēmējdarbības atbalsta centrs - bibliotēka SALA,LV-BIB-000491,"Liepu iela 3, Ungurpils, Alojas pag., Alojas nov., LV-4064",57.77101,24.81909,403510,548724,Bibliotēkas,Jā,Ieva Prauliņa,90000060032,31.07.2009,BLB0253,25.11.2003,Pašvaldības iestāde,491A,22.12.2014,21.12.2019,1943,"1943. gadā bibliotēka dibināta ar nosaukumu ""Ezerciema bibliotēka"".","Bibliotēka veic dokumentu uzkrāšanu, sistematizēšanu, kataloģizēšanu un saglabāšanu. Nodrošina informācijas publisku pieejamību, veicina kultūrvides attīstību.","Pārtraukums darbdienās 14:00 līdz 15:00.   ",Pašvaldības īpašums,2016,,9600.00000000,,Jā,Jā,526.00000000,120,220,41,179.00000000,6360.00000000,5025,1335,1145,320,4362.00000000,199,,479.00000000,0.00000000,5531.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,28,32,,,
Alojas pilsētas bibliotēka,LV-BIB-000490,"Jūras iela 14, Aloja, Alojas nov., LV-4064",57.76696,24.88298,403107,552530,Bibliotēkas,Jā,Sarmīte Frīdenfelde,90000062620,31.07.2009,BLB0254,25.11.2003,Pašvaldības iestāde,490A,22.12.2014,21.12.2019,1923,Latvijas Kultūras fonds bibliotēku dibinājis 1923.gada 26.martā.,"Alojas pilsētas bibliotēka veic informācijas, izglītības, kultūras, sociālās un izklaides funkcijas, aktīvi iesaistās iedzīvotāju intelektuālās, profesionālās un mūžizglītības nodrošināšanā. ;Svarīgākie bibliotēkas darbības virzieni - kvalitatīva krājuma un informācijas resursu veidošana, pakalpojumu pilnveide, novadpētniecības darbs.",Katra mēneša pēdējā ceturtdiena - spodrības diena.,Pašvaldības īpašums,1900,,1629.00000000,,Jā,Jā,321.00000000,30,701,238,463.00000000,11732.00000000,6097,5635,2154,421,16553.00000000,2064,,793.00000000,615.00000000,14884.00000000,Jā,ALISE,,3.00000000,1.00000000,,,2.00000000,Latviešu valoda,,,,69,20,3,1,
Alsungas novada bibliotēka,LV-BIB-000420,"Raiņa iela 2, Alsunga, Alsungas nov., LV-3306",56.98194,21.56526,318013,352041,Bibliotēkas,Jā,Rasma Cīrule,90000037869,05.03.1996,BLB0460,09.01.2004,Pašvaldības struktūrvienība,241A,15.11.2013,15.11.2018,1923,Aizputes apriņķa Alšvangas pagasta Alšvangas kultūras biedrība saņēmusi Kultūras fonda dāvāto bibliotēku.,"Publiska bibliotēka. kura nodrošina brīvu pieeju dažādiem informācijas resursiem, sniedzam atbalstu visa veida izglītībai un piedāvājam saturīgu brīvā laika pavadīšanas iespēju.",,Pašvaldības īpašums,1976,,,,,,197.00000000,8,396,114,282.00000000,4545.00000000,2977,1568,83,,7655.00000000,1094,32,939.00000000,1758.00000000,12196.00000000,Jā,ALISE,,2.00000000,,,,3.00000000,,,,,21,18,,,
Alsungas vidusskolas bibliotēka,LV-BIB-012767,"Skolas iela 11, Alsunga, Alsungas nov., LV-3306",56.97825,21.56849,317595,352223,Bibliotēkas,Jā,Ligita Stašaite,,,BLB0852,03.01.2004,Pašvaldības iestāde,174-V,16.05.2016,16.05.2022,,,,,Pašvaldības īpašums,1986,,8366.00000000,,,Jā,100.00000000,27,,,0.00000000,3642.00000000,380,3262,,,2181.00000000,1528,,429.00000000,0.00000000,12038.00000000,,ALISE,,0.00000000,1.00000000,,,,,,,,4,4,,,
Alsviķu  bibliotēka,LV-BIB-000126,"Kultūras nams-Alsviķi, Alsviķi, Alsviķu pag., Alūksnes nov., LV-4333",57.44376,26.93807,370596,676319,Bibliotēkas,Jā,Sarmīte Meļķe,90009480343,06.01.2011,BLB0533,11.05.2015,Pašvaldības struktūrvienība,540A,06.06.2016,06.06.2021,1955,"Alsviķu bibliotēka dibināta 1955. gada 16. septembrī. Sākumā tā atradās mājā „Ausekļi"" līdz 1963. g. Līdz 1967. g. tā atradās mājā „Arodnieki” un kopš 1967. gada atrodas Alsviķu kultūras nama ēkā. Pirmais  remonts veikts 2001. gadā, kad projektu „Solis pretī pasaulei"" atbalstīja Nīderlandes karalienes Juliānas fonds, telpu paplašinājumu bibliotēka ieguva 2006. gadā. Tagad ir sava telpa datorlietotājiem, savs nodalījums darbiniekam, plaša vieta bibliotēkas apmeklētājiem, savs stūrītis mazajiem bērniem. 2009. gadā nomainīti logi, veikts kosmētiskais remonts un nomainīts grīdas segums grāmatu nodaļā un lasītavā, iegādātas žalūzijas logiem. ","Alsviķu bibliotēka ir Alūksnes novada pašvaldības Alsviķu pagasta pārvaldes struktūrvienība, kas Bibliotēku likumā noteiktā kārtībā reģistrēta Latvijas Republikas Kultūras ministrijā un veic pasaules kultūras mantojuma – iespieddarbu, elektronisko izdevumu, rokrakstu un citu dokumentu uzkrāšanu, sistematizēšanu, kataloģizēšanu un saglabāšanu, kā arī nodrošina tajā esošās informācijas pieejamību un tās izmantošanu. Bibliotēkas darbību finansē no Alūksnes novada pašvaldības budžeta līdzekļiem.",,Pašvaldības īpašums,1959,,,,,Jā,66.00000000,16,200,38,162.00000000,3002.00000000,2376,626,996,,6772.00000000,1140,152,682.00000000,866.00000000,6934.00000000,Jā,ALISE,,2.00000000,1.00000000,,1.00000000,2.00000000,,,,,58,42,1,,
Alūksnes novada vidusskolas bibliotēka,LV-BIB-012487,"Kanaviņu iela 14, Alūksne, Alūksnes nov., LV-4301",57.41388,27.058,367590,683663,Bibliotēkas,Jā,,,,BLB2048,04.04.2012,Pašvaldības iestāde,,,,,Alūksnes novada domes lēmums Nr. 69 Par Alūksnes vakara (maiņu) un neklātienes vidusskolas un Alūksnes vidusskolas reorganizāciju. 2011.g. 24.februārī  ;,Līdzdalība izglītības iestādes licencētajās izglītības programmās noteikto mērķu īstenošanā atbilstoši valsts izglītības standartiem un mācību priekšmetu programmām.,,Pašvaldības īpašums,1969,,,,Jā,,97.00000000,15,,,0.00000000,0.00000000,,,,,0.00000000,,,0.00000000,0.00000000,0.00000000,,,,0.00000000,,,,1.00000000,,,,,,,,,
Alūksnes pilsētas bibliotēka,LV-BIB-000124,"Lielā Ezera iela 24, Alūksne, Alūksnes nov., LV-4301",57.4208,27.04405,368322,682791,Bibliotēkas,Jā,Iveta Ozoliņa,90000019257,23.02.1996,BLB0532,15.01.2004,Pašvaldības iestāde,84B,19.12.2017,19.12.2022,1944,"Par Alūksnes pilsētas bibliotēkas dibināšanas gadu tiek uzskatīta 1944.gada nogale, kad, par pamatu ņemot bijušās pilsētas valdes un kara daļas grāmatas, tiek dibināta bibliotēka. Savā vairāk kā 70 gadus ilgajā pastāvēšanas vēsturē bibliotēkai vairākkārt mainījies statuss, tā atradusies dažādās pilsētas ēkās. Vairāk par bibliotēkas vēsturi http://albibl.lv/index.php?go=vesture ","Bibliotēka ir informācijas, izglītības, kultūras, sabiedriskās saskarsmes centrs Alūksnes novada cilvēkiem, tā nodrošina lietotāju pieprasījumam atbilstošus daudzveidīgus pakalpojumus, sniedz atbalstu vietējās sabiedrības attīstībā, mūžizglītībā. Alūksnes pilsētas bibliotēka darbojas kā reģiona galvenā bibliotēka un ir metodiskais un konsultatīvais centrs Alūksnes un Apes novadu bibliotēkām.",,Pašvaldības īpašums,1895,,15052.00000000,,,Jā,460.00000000,35,2029,745,1284.00000000,30342.00000000,21338,9004,43241,120528,52989.00000000,9215,154,2526.00000000,3886.00000000,40068.00000000,Jā,ALISE,,5.00000000,2.00000000,,,4.00000000,Latviešu valoda,,,8,72,48,3,,
Alūksnes pilsētas sākumskolas bibliotēka,LV-BIB-012468,"Lielā Ezera iela 26, Alūksne, Alūksnes nov., LV-4301",57.42086,27.04302,368326,682729,Bibliotēkas,Jā,Māra Vimba,4411900920,09.01.2009,BLB1547,20.07.2007,Pašvaldības iestāde,2556,07.01.2013,06.01.2019,1993,,Sākumskolas izglītība,,Pašvaldības īpašums,1938,,1600.00000000,,,Jā,44.30000000,7,411,385,26.00000000,3828.00000000,154,3674,,,7420.00000000,6950,,4119.00000000,0.00000000,13289.00000000,,ALISE,,0.00000000,1.00000000,,,,,,,,2,2,,,
"Alūksnes rajona pašvaldības SIA ""Alūksnes slimnīca"" bibliotēka",LV-BIB-013433,"Pils iela 1, Alūksne, Alūksnes nov., LV-4301",57.43712,27.03993,370127,682463,Bibliotēkas,,,,,BLB1849,06.02.2006,,,,,,,,,Juridisko personu īpašums,1964,,,,,,15.00000000,6,80,,80.00000000,210.00000000,210,,,,0.00000000,,,0.00000000,0.00000000,0.00000000,,,,0.00000000,,,,,,,,,,,,,
Amatas novada Amatas pagasta Ģikšu bibliotēka,LV-BIB-000214,"Egļu iela 1, Ģikši, Amatas pag., Amatas nov., LV-4141",57.17266,25.32406,337383,580058,Bibliotēkas,Jā,Dace Lāce,900005742,20.08.2000,BLB0746,18.02.2004,Pašvaldības iestāde,284A,12.09.2014,12.09.2019,1951,1951. gadā kā Rencēnu ciema Rencēnu bibliotēka,"Amatas novada pašvaldības Ģikšu bibliotēka ir izglītības, informācijas un kultūras iestāde, kas veic iespieddarbu, elektronisko izdevumu, rokrakstu un citu dokumentu uzkrāšanu, kā arī nodrošina informācijas pieejamību un izmantošanu iedzīvotājiem.",Pārtraukums 12:30 līdz 13:00,Pašvaldības īpašums,1977,,1041.35000000,,,Jā,92.00000000,10,196,54,142.00000000,2195.00000000,1782,413,82,94,3348.00000000,213,,532.00000000,204.00000000,6442.00000000,Jā,ALISE,,2.00000000,3.00000000,1.00000000,2.00000000,1.00000000,Latviešu valoda,,,,13,14,,,
Amatas novada Drabešu Jaunā pamatskolas bibliotēka,LV-BIB-012553,"Drabešu internātskola, Drabeši, Drabešu pag., Amatas nov., LV-4101",57.24463,25.27889,345342,577177,Bibliotēkas,Jā,Logina Ingrida,,,BLB1096,,Pašvaldības iestāde,,,,,,,Pārtraukums 12:00 - 13:00,Pašvaldības īpašums,1959,,5201.00000000,"Ēka Līvos; celta 1985 gads; ",,,63.00000000,20,172,125,47.00000000,2783.00000000,459,2324,,,2610.00000000,656,,4408.00000000,309.00000000,10711.00000000,Jā,ALISE,,0.00000000,2.00000000,,,,,,,,8,9,,,
Amatas novada Ieriķu bibliotēka,LV-BIB-000215,"Lielā iela 30, Ieriķi, Drabešu pag., Amatas nov., LV-4139",57.20108,25.17276,340379,570856,Bibliotēkas,,Ilze Eglīte,,,BLB0744,18.02.2004,Pašvaldības iestāde,,,,,Bibliotēka Ieriķos dibināta 1948.gadā.  Tā darbojusies vairākās vietās un dažādās ēkās. No 2016.gada bibliotēka darbojas jaunās izremontētās telpās .,"Bibliotēka atrodas Ieriķu Sabiedriskajā centrā. Bibliotekā notiek dažādi pasākumi - koncerti, izstādes, bērnu pasākumi.  Bibliotēka piedalās Bērnu un jauniešu žūrijas darbā , Ziemeļvalstu bibliotēku nedēļas pasākumos u.c.",,Pašvaldības īpašums,1925,,,,Jā,Jā,58.00000000,6,122,46,76.00000000,1201.00000000,667,534,200,,1353.00000000,392,,585.00000000,0.00000000,2412.00000000,Jā,ALISE,,0.00000000,,,,1.00000000,Latviešu valoda,,,,11,10,,,
Amatas novada Līvu bibliotēka,LV-BIB-000216,"Zvārtas iela 6, Līvi, Drabešu pag., Amatas nov., LV-4101",57.27859,25.2422,349081,574894,Bibliotēkas,Jā,Lidija Rutkovska,90000965201,25.09.2000,BLB0745,18.02.2004,Pašvaldības struktūrvienība,283A,12.09.2014,12.09.2019,1908,,,,Juridisko personu īpašums,2003,,800.00000000,,Jā,Jā,160.00000000,30,305,82,223.00000000,2366.00000000,1840,526,116,,2798.00000000,282,,501.00000000,452.00000000,7101.00000000,Jā,ALISE,,2.00000000,1.00000000,,,2.00000000,,,,,19,12,,,
Amatas novada Skujenes pagasta bibliotēka,LV-BIB-000233,"Gaismas, Skujene, Skujenes pag., Amatas nov., LV-4143",57.09188,25.47092,328575,589131,Bibliotēkas,Jā,Ieva Palkavniece,90000957242,25.09.2000,BLB0764,08.02.2004,Pašvaldības iestāde,290A,12.09.2014,12.09.2019,1910,"Ežu bibliotēkas biedrības bibliotēka dibināta 1910. gada 30. oktobrī. 1925.gadā pēc Ežu bibliotēkas slēgšanas, bibliotēku pieņēma Skujenes izglītības biedrība.","Amatas novada Skujenes pagasta bibliotēka ir pašvaldības kultūras, izglītības un informācijas iestāde. Kopš 2011. gada 1. jūnija bibliotēkai pievienots Amatas novada Skujenes pagasta Sērmūkšu bibliotēkas krājums. Sērmūkšu ciemā izveidots ārējais apkalpošanas punkts.",,Pašvaldības īpašums,2001,,,,Jā,Jā,66.00000000,14,179,30,149.00000000,1592.00000000,1409,183,108,,4453.00000000,250,,583.00000000,1369.00000000,8676.00000000,Jā,ALISE,,2.00000000,2.00000000,,,3.00000000,,,,,12,9,,,
Amatas novada Zaubes pagasta bibliotēka,LV-BIB-000243,"Bērzaines, Zaube, Zaubes pag., Amatas nov., LV-4113",56.99908,25.26643,317997,576932,Bibliotēkas,Jā,Tamāra Miķelsone,90000030860,01.03.1996,BLB0774,18.02.2004,Pašvaldības iestāde,295A,12.09.2014,11.09.2019,1923,"Bibliotēka dibināta 1923.gadā kā Jaunpils izglītības biedrības bibliotēka. Pastāvējusi jau pirms 1914.gada, bet kara laikā izpostīta.","Bibliotēka nodrošina bibliotekāros pakalpojumus, informācijas pieejamību ikvienam pagasta un novada iedzīvotājam un visiem interesentiem, veic literatūras popularizēšanu, novadpētniecības materiālu apzināšanu, vākšanu un uzkrāšanu.",Otrdien - slēgts,Pašvaldības īpašums,1892,,,,Jā,Jā,71.00000000,10,126,40,86.00000000,1756.00000000,1008,748,88,,2550.00000000,190,,426.00000000,246.00000000,6189.00000000,Jā,ALISE,,2.00000000,1.00000000,,,2.00000000,,,,,35,14,,,
